a,b,c,d,n,t,v,D,infeasible
406.82532,1123.0385,273.13138,153.84117,2.4423974,29.781958,30269.084,6.5733128,0
241.06343,1248.792,321.7862,114.52223,1.0053917,39.60874,19271.91,5.097097,0
348.59027,697.1266,220.80159,186.05191,4.9508653,13.823914,27467.775,6.9940386,0
405.44098,397.81195,198.98576,145.72179,2.1720986,31.361813,14980.686,2200.0,1
82.393394,1827.2235,66.54255,52.55194,1.617149,49.102394,5631.257,2.572006,0
130.18932,1647.3252,141.63869,60.240448,2.305608,27.972813,7572.4106,2.765241,0
92.101616,952.6808,141.08206,63.10362,2.3198571,8.442762,5289.7896,1.9453815,0
414.01672,691.2513,210.96834,140.71681,4.7985125,30.311298,19382.475,4.8438153,0
312.57233,891.7225,335.10855,159.98582,4.0506806,7.2738457,26407.605,6.016064,0
382.61392,529.5926,449.27548,155.96059,4.911846,34.38017,20686.719,5.5523615,0
228.88037,774.1856,240.91458,151.05061,3.2135243,40.816807,19911.1,5.3078823,0
314.13455,1299.7561,355.2269,129.92772,1.2330909,7.077554,25347.12,5.573928,0
305.80383,888.1453,285.6896,156.01282,4.267979,7.7123756,24808.486,5.803417,0
222.78188,1313.1464,171.99887,152.4778,4.732031,17.585958,29382.607,7.060744,0
95.01645,1368.1217,137.30038,68.70578,3.7883413,13.566185,7454.0244,2.7562034,0
217.28958,552.5619,473.22372,188.28978,3.7025862,9.017143,24155.898,5.944404,0
410.86057,836.5867,160.19295,154.49345,3.3993526,14.21947,24090.28,6.1483607,0
542.7248,182.98494,561.87854,196.06732,4.1187687,49.23418,21276.863,2200.0,1
167.45201,1429.2491,312.89856,117.29817,3.4195871,5.1309614,20695.006,5.223875,0
103.31013,1645.5375,67.30233,56.076004,3.2633624,5.130562,6038.2876,2.5655365,0
213.81326,899.05176,275.80847,161.82623,4.001729,7.0140195,24782.53,5.998038,0
219.3596,598.0936,410.27298,138.28926,3.8986514,6.195584,16120.994,4.1148047,0
175.1046,994.9926,202.42789,124.89191,1.1508887,14.318058,16707.709,4.418789,0
474.66095,558.81274,240.75447,159.9695,3.5339859,16.963964,21531.703,5.240574,0
122.39879,820.0077,293.34692,101.26338,4.071094,19.857992,10751.488,3.2772112,0
60.5759,889.43524,96.1031,57.91276,4.9269276,10.372733,3874.584,1.7160532,0
201.48376,867.162,306.97827,180.68108,4.8856845,22.312056,28931.967,6.8950167,0
303.44147,244.83304,550.1908,194.64116,1.8345618,29.136944,18270.668,5.5704904,0
276.69824,823.1623,433.98788,167.40305,4.6321335,19.935211,27076.44,6.3162794,0
175.98413,1084.9629,170.06894,70.220856,2.4863565,29.429644,7970.6416,2.5072753,0
72.82243,1157.4989,117.30991,70.542725,2.9681945,40.30029,6443.8745,2.5505314,0
212.58249,634.4616,302.57452,195.18553,4.836707,44.930454,26066.764,7.334814,0
225.81882,1158.7136,213.4382,87.20366,1.5380508,30.006721,11895.171,3.3557434,0
122.004745,1057.4121,164.95387,74.959885,4.486324,32.044456,7651.9253,2.6195977,0
116.057465,1038.8262,55.667763,54.66729,4.1488338,14.027667,4478.927,1.8227125,0
192.34863,1075.0704,160.72403,90.55376,4.9742594,20.132046,11040.407,3.3057191,0
157.91304,1629.5126,111.304596,57.087326,1.8006766,39.459156,7215.544,2.6325216,0
303.78043,1181.0199,331.82327,173.70972,1.142808,44.11392,36630.11,7.9662557,0
210.0411,657.00964,178.89442,70.78364,4.290689,30.658112,6885.1196,1.9571203,0
178.86067,1311.7631,124.40277,114.70477,1.0088987,41.739597,17429.033,4.856818,0
334.78702,889.50946,496.0172,199.91154,3.6567402,23.488028,39435.703,8.286885,0
425.71707,162.9138,524.3747,199.02689,1.6326672,38.71577,18397.844,6.182537,0
126.0408,1085.6134,201.23904,67.47543,4.3772883,15.325671,7126.139,2.3695033,0
168.27724,988.1997,213.15288,102.07097,2.6499784,12.063878,12339.457,3.5366845,0
156.60596,827.5777,196.67911,85.28073,4.406704,5.2671657,8511.009,2.5604653,0
166.10645,1146.442,126.08178,84.47895,4.376362,17.838398,9854.475,3.1282418,0
253.25372,900.97064,165.8959,101.05052,3.6446946,42.34885,12388.877,3.5143714,0
124.92017,1288.9512,114.91292,73.00079,2.3644516,1.5740633,8073.2437,2.8474054,0
439.72223,471.74777,329.61255,190.99687,1.0465022,35.891712,24860.744,6.1623397,0
374.85635,551.8773,325.17474,132.91835,3.7473724,39.516666,16466.21,4.4346995,0
345.91357,556.7343,381.312,181.18289,4.456392,6.7155995,24303.436,5.888249,0
490.48056,596.51105,433.69086,195.5362,3.9919608,7.1723924,31419.338,6.980241,0
328.3892,1013.34326,452.48102,159.1246,1.2664491,4.0616393,29986.688,6.165835,0
279.93427,546.6139,371.84042,175.37634,1.6639975,22.868284,21762.244,5.3533072,0
192.53612,817.8603,195.41832,132.00914,2.495588,19.704231,15992.655,4.3481703,0
271.7785,638.5596,257.3988,132.69905,1.2353535,26.16321,15415.488,3.9095287,0
202.5952,1146.5376,180.03545,95.856995,4.668024,8.73287,12745.354,3.659727,0
164.72687,1328.0823,133.47304,57.359707,4.5248857,11.803488,6707.6875,2.2792523,0
334.632,741.3565,253.10799,118.63388,2.6054394,45.65571,15524.632,4.215973,0
215.04193,564.82477,304.85477,106.253006,4.817301,20.159737,10694.202,2.9998598,0
103.4906,878.4151,104.44001,59.869705,2.702354,45.592297,4676.746,1.7816877,0
147.44423,991.2847,183.21236,71.84882,2.17257,19.443104,7474.269,2.3817685,0
167.6694,763.9925,230.79697,77.20197,1.7471493,18.545637,7690.758,2.2103977,0
378.75674,974.212,369.03342,152.12006,4.7965436,8.63042,27442.191,6.0674715,0
102.06904,1314.4095,87.81155,52.846897,1.5265194,37.618893,4945.1724,2.0163767,0
355.3063,486.6786,364.46814,153.94554,1.7644036,31.978794,18340.393,4.646509,0
514.53876,993.9891,354.12604,183.47813,1.8661413,27.660728,39073.414,7.809066,0
242.01466,882.56995,239.22513,193.96904,3.406054,2.759938,33052.824,7.8423243,0
425.34628,1239.491,324.99854,157.9695,1.8301293,30.215212,34585.97,7.167773,0
324.208,568.15594,152.94263,126.198814,3.6012316,3.8365884,13547.82,3.783122,0
137.92844,1055.5977,267.50897,119.410515,4.4496884,7.330122,16231.278,4.466759,0
427.4523,1059.7703,478.5674,196.28767,4.791706,13.98448,45003.977,8.816808,0
320.9947,483.82404,262.9161,130.17288,4.4828677,48.092262,13798.658,4.3357353,0
129.45747,1127.0786,160.38501,80.37994,4.749917,45.240788,8824.332,3.019588,0
422.89093,679.97504,397.37323,143.8629,4.874112,49.863075,21530.686,6.80176,0
305.26215,389.71658,374.26334,182.55588,2.9331043,42.056263,19369.111,5.894477,0
397.22116,1072.4269,349.4546,151.81433,1.5462397,46.346523,29284.953,7.074607,0
205.63023,727.1655,141.10449,124.96751,3.6027582,41.03757,13385.537,4.0074153,0
506.10394,421.15955,473.79987,170.34181,2.6046436,28.838108,22912.125,2200.0,1
549.9012,266.41464,383.83432,190.46277,1.7266359,3.352101,21431.941,5.3804245,0
263.3064,796.9102,499.9893,180.77545,3.792947,29.653849,30157.42,7.1694565,0
162.0612,1430.8691,351.41888,121.73858,1.0056735,46.182526,22197.842,6.305904,0
190.86322,795.4518,469.1501,181.13872,1.3371348,18.024912,28625.629,6.5163865,0
219.84625,1242.1477,291.14774,130.50354,1.9481715,43.157658,22687.379,5.851185,0
191.30196,747.35834,100.473885,77.5038,3.8499234,33.87863,7060.917,2.216098,0
176.05536,707.98236,218.26903,92.894844,1.0281754,13.369621,9091.532,2.5599308,0
159.01898,1312.2426,98.62663,70.24337,4.579828,9.137689,8127.1113,2.8105254,0
294.04236,540.0281,176.84216,98.8726,1.1509897,18.570454,9953.644,2.4894896,0
233.7707,785.32446,147.70186,124.832596,3.8121698,5.210536,14582.92,4.1901073,0
148.79576,1004.8667,146.76443,88.81111,4.7607555,39.99641,9570.201,3.1264062,0
134.71928,1408.3032,234.3012,93.9754,1.6766733,37.132755,13630.15,4.157523,0
155.07281,1305.9615,159.48967,74.39232,4.6577296,7.6986322,9116.017,2.9447052,0
372.92026,330.92838,456.13156,155.85576,3.2079802,21.81668,16752.328,4.4221606,0
274.6491,318.95248,460.2261,155.4757,1.994118,11.486672,14873.356,2200.0,1
149.95172,1202.3043,319.41702,143.908,3.9941301,21.702263,24937.582,6.0779457,0
351.32083,1116.7549,170.25151,146.86519,4.4757895,33.57664,26328.488,6.3110223,0
195.90543,774.1633,90.389595,66.14446,1.9242752,8.386705,6116.354,1.8659906,0
494.15564,1249.4668,243.85231,182.72595,1.364597,5.6868844,44106.84,8.575845,0
254.39662,1328.7427,341.07425,127.01658,3.4055374,30.09714,23829.182,5.808344,0
376.71198,1313.8624,222.61403,148.96265,1.2834982,39.21675,31258.002,6.769933,0
242.72517,573.44165,212.00543,133.25424,4.371576,44.748703,13729.963,4.1231527,0
157.80574,672.9659,189.88408,68.637146,3.5095668,16.438606,6096.3735,1.8042008,0
225.04893,769.8051,195.93802,136.79665,3.2478523,25.06919,16694.146,4.52394,0
184.72914,1192.909,170.22511,64.62682,1.468305,26.447,7769.4443,2.4179325,0
431.36597,357.50647,260.1805,163.17676,2.7137084,25.741888,17261.992,10.527469,0
267.92358,522.43176,485.096,195.21788,1.9737729,32.152245,25618.252,6.620565,0
479.84546,737.3176,448.67313,194.04237,2.6466908,30.267817,35246.977,7.6448274,0
345.53256,796.7981,156.60703,140.74582,2.3641129,37.705257,19452.658,4.9908047,0
127.614555,1363.3181,102.30156,80.8253,3.1948674,1.8833643,9676.206,3.3320267,0
124.482956,730.90924,279.69455,106.4933,2.6744404,41.467743,10632.17,3.5216603,0
262.82843,1198.5859,201.15694,91.09774,3.9535496,42.23772,13294.893,3.8102295,0
321.5858,183.18091,568.56085,197.25356,1.6081014,19.477116,17436.475,11.441554,0
345.52377,609.1794,328.26813,143.98662,2.6284583,20.338474,18513.84,4.5061345,0
320.60886,975.403,186.06241,173.68068,3.4784598,6.3093524,30591.664,7.530867,0
181.6475,957.5174,461.52112,156.52464,3.6978843,27.283117,25802.973,6.3136315,0
212.69168,613.843,306.50613,115.193405,2.1808224,30.07694,12188.881,3.397168,0
247.04141,504.1516,257.75104,137.34146,4.8149066,38.41116,13712.626,4.046916,0
286.26917,940.9587,249.42032,197.62773,3.127651,47.330616,36828.117,8.577522,0
208.62035,906.98987,88.66822,75.14282,4.3256116,26.894878,7720.001,2.4319763,0
242.51207,1220.385,353.84238,153.19373,4.070513,47.489704,29876.494,7.6971326,0
134.89926,1622.8541,232.65034,80.93922,2.051508,40.9917,12093.322,3.9737666,0
436.22617,507.96176,397.0919,170.19037,1.4959137,30.037418,22933.5,5.431477,0
288.55032,1040.5404,293.56464,136.30098,4.981213,39.4478,22452.613,5.6901436,0
258.41043,587.08484,173.59056,94.36368,4.01473,9.711117,9304.46,2.5350337,0
191.68886,1417.035,381.66708,165.55876,1.4007722,9.468075,37555.67,7.673989,0
127.06054,1351.0723,199.68196,118.39652,4.841337,9.565764,18584.615,5.1422343,0
247.6878,1004.1236,441.99667,165.7506,4.1782746,11.785187,30191.307,6.6583457,0
368.3227,719.4969,240.85593,181.66151,3.479866,10.655473,27626.549,6.653015,0
133.67996,1267.1417,109.80192,79.08074,1.0274738,19.626965,9029.936,3.0345907,0
232.57625,1117.7439,134.52884,84.69705,4.5750856,6.4761934,10768.135,3.155994,0
147.75494,1424.299,279.4194,104.2303,3.793861,37.422268,16667.059,4.886759,0
428.0624,1023.54706,543.0264,185.4959,3.671228,18.053062,40896.18,8.25741,0
168.03336,1395.1637,105.506805,58.75525,4.060842,35.244297,6930.664,2.4324481,0
306.23972,1095.0447,258.39114,173.19316,2.3359702,15.378907,33743.234,7.2368603,0
208.01971,493.6889,306.28168,151.12291,2.046526,24.759699,15100.127,4.1823483,0
442.74954,457.4393,179.82884,161.30109,4.492694,10.435986,18552.826,10.397374,0
327.1855,394.21555,321.1381,135.18562,2.0167413,19.203083,13687.267,4.254336,0
166.18661,584.3122,304.28003,114.19611,1.6979882,46.949284,11019.303,3.8214715,0
380.90558,442.02896,219.73137,164.40959,3.1427217,33.64624,17969.135,6.5394745,0
147.74333,694.6484,196.61273,119.62311,2.0442982,35.769558,11759.711,3.5715013,0
193.46338,374.04935,447.81696,181.94011,3.9079466,47.82782,17636.758,7.134173,0
121.466385,768.6473,116.87618,50.038887,3.0768998,46.302586,3998.544,1.4343257,0
90.23686,1407.4873,108.53747,64.16705,4.7815504,33.17869,6644.6284,2.639777,0
304.3431,1356.3444,149.91953,122.36075,2.8882084,26.629433,22084.266,5.5137715,0
499.59543,346.51007,224.9655,168.5285,1.0787433,37.01659,18482.375,11.589357,0
237.09866,1521.2915,235.53581,121.07768,4.944295,31.415028,23292.244,5.8245716,0
201.225,1344.805,217.13895,77.07456,4.3815675,27.550276,10819.693,3.2589264,0
472.29623,903.32697,254.73369,182.25533,4.9689727,16.852692,34563.766,7.620936,0
413.06537,549.3645,321.29214,193.916,4.5351524,26.478163,27094.637,6.695176,0
204.19963,1033.2378,588.00775,196.65312,3.3613353,41.230366,41412.06,10.005448,0
416.86267,667.0441,342.7573,186.8563,2.0354722,19.34181,29278.896,6.483196,0
141.27484,754.9616,169.16594,64.595665,3.7659361,22.570559,5676.305,1.8003967,0
141.44891,1343.5626,142.8196,83.888275,3.3025646,3.9687254,10622.309,3.3911057,0
150.96326,1095.6674,209.29689,76.64913,2.6020818,27.179028,8791.756,2.7654684,0
81.0785,871.1819,148.80469,51.335133,3.6206055,45.374454,3944.9207,1.5898616,0
75.50167,975.87177,91.50441,51.589123,2.838913,46.258373,3732.1418,1.6342878,0
182.19676,669.6043,289.61002,118.92531,2.452732,30.64494,12674.207,3.6128016,0
336.76163,717.18994,340.3816,179.60873,1.5929699,48.280655,27537.709,7.197149,0
172.79027,1621.4235,138.38666,81.734764,3.9870448,39.028614,12136.455,3.8333385,0
418.22998,978.73517,247.31012,143.50401,2.3728096,41.46594,24940.467,5.8167677,0
348.85864,631.73035,167.10384,141.62822,3.7889872,41.323433,17147.63,4.6547003,0
398.09296,1083.4272,365.63574,151.14949,1.7528422,23.682686,29458.59,6.2922907,0
567.13873,512.4314,567.41327,196.95749,1.4574718,7.947736,31959.053,6.6441145,0
352.6178,477.70258,249.89444,195.60568,3.7657003,24.255201,23411.643,7.9927955,0
61.270718,1805.601,132.76984,59.66671,4.7034335,40.94271,6892.364,2.956787,0
333.61118,1161.66,165.68169,123.298065,1.972102,9.208958,20588.346,5.04721,0
345.50797,752.5231,175.4793,162.13168,3.374647,6.983061,23109.791,6.188751,0
201.16393,704.2152,175.16022,98.17457,1.170745,14.030725,9728.891,2.7341344,0
323.43344,1037.8031,420.92856,180.85779,3.7579417,38.54274,36675.82,8.233869,0
110.5716,850.7893,153.5927,76.51164,4.1680646,36.36607,6646.92,2.3565514,0
253.10295,1171.8729,452.87396,195.72586,2.5705998,9.679533,44755.02,8.624377,0
85.67218,1699.1866,192.79924,71.38557,3.7026062,24.28094,9471.203,3.3992088,0
321.3287,271.2304,461.7852,186.77444,4.7848916,9.6334305,17775.924,5.0376396,0
260.7605,1050.6613,219.51569,118.30775,3.0451508,6.839355,17479.45,4.4379053,0
137.3566,1197.3894,267.26605,124.99223,4.2766113,45.539032,19172.25,5.530713,0
102.97862,1039.9877,113.36548,84.62684,3.3713272,26.582714,8247.202,2.8659482,0
426.66043,345.20963,265.50104,177.22186,4.9248066,21.803926,18604.855,12.730584,0
243.4115,1315.8374,249.71573,112.803925,1.3721861,41.99875,19002.375,5.0080056,0
263.67273,1406.9285,218.82549,122.20993,1.6884022,2.3740838,22565.379,5.4289002,0
269.21982,961.7003,265.39337,117.40146,4.3194942,20.357176,16820.49,4.2880845,0
353.43646,1429.1327,183.46936,146.33524,2.9676702,4.040114,31628.8,7.098062,0
333.38663,1026.7319,320.8723,130.07295,1.8368963,43.260708,21748.547,5.5122285,0
176.59753,926.44196,235.64702,137.5582,3.4807858,43.633484,18733.916,5.180005,0
210.6668,731.18054,170.82231,161.63986,2.0134375,45.51695,20234.28,5.6571255,0
166.2628,1092.5474,201.36351,96.21894,1.2899415,38.736923,12028.337,3.5995836,0
432.34348,1048.5923,242.81982,188.25935,1.6831795,49.834064,39530.105,8.614241,0
214.79924,1461.0605,141.11464,119.1529,2.0719144,22.600801,20920.05,5.472743,0
129.75203,1528.8114,119.92727,66.56633,1.8282878,23.653322,8078.1797,2.8972132,0
173.26382,821.0965,349.69293,162.5076,3.042062,45.063335,23324.996,6.532416,0
217.39804,1174.3677,228.19824,92.58362,3.8490138,30.766079,12926.457,3.6826422,0
256.68152,1214.3473,136.82228,92.44318,3.592735,44.340176,13079.978,3.7661047,0
369.501,1312.1647,185.12436,136.40932,1.9417564,26.860228,26858.523,6.102442,0
466.93268,1081.974,372.79498,190.14435,1.9981704,4.081547,43077.402,8.185229,0
322.65475,743.8346,257.45926,199.66217,4.999806,29.065767,32013.387,7.674512,0
277.24368,935.218,253.11195,116.344574,4.684797,1.595194,16360.142,4.141678,0
391.6467,735.2996,349.00302,144.45164,2.9668434,16.93041,21610.373,5.006127,0
312.22266,965.44006,505.7545,178.02953,3.5655186,49.48373,34603.223,10.188861,0
558.2703,831.31836,273.54318,192.6337,2.7407618,16.20561,37236.773,7.8339915,0
237.25967,528.8796,433.02728,160.91827,1.5678583,35.74395,18843.79,5.252646,0
350.73755,419.71878,461.76685,164.03561,2.9983919,38.65908,19211.379,5.649168,0
305.50848,758.36505,349.11697,185.88573,2.908749,47.087727,29636.719,7.6995215,0
119.41553,1397.9579,113.93841,80.02216,2.9232306,34.02843,9672.788,3.314357,0
155.31775,1066.1248,98.76047,65.30359,4.6598673,25.337378,6514.7373,2.2583537,0
104.9253,1612.9183,131.10382,52.31511,4.62019,5.4305496,5866.3945,2.3350995,0
294.8222,1453.5424,196.74602,126.41321,1.0435692,28.674715,24682.242,5.7535467,0
276.73697,891.81854,171.55649,101.550064,3.740445,45.369415,12791.095,3.5865214,0
138.38695,1050.1381,210.08481,71.449615,1.7998675,45.66312,7722.8945,2.7059333,0
167.45357,1631.6112,162.3388,64.28499,2.435874,16.771019,8873.518,2.973538,0
383.67905,731.57886,452.2418,167.35616,3.15932,33.48426,27047.383,6.5038834,0
141.47533,1454.4993,159.70882,72.382614,3.503992,21.4998,9223.34,3.0808513,0
175.85313,1586.8756,157.22585,70.80959,1.3151286,20.680641,9962.93,3.205592,0
275.08557,882.1907,369.46338,129.89021,2.0400212,31.123177,19251.912,4.8406963,0
159.26665,1249.9005,165.39615,70.533646,3.5178256,25.807499,8391.7,2.7411928,0
104.32704,831.2375,133.15965,77.36723,2.3599935,20.377651,6410.8477,2.2558362,0
206.41338,644.35175,421.19455,154.14484,3.6058307,45.047928,19358.58,6.1183205,0
334.40317,819.7074,265.9957,171.18129,1.9815869,34.430405,27290.775,6.3242064,0
356.7079,388.425,453.58017,161.13246,3.908271,33.08609,18205.492,5.1391883,0
213.82335,1219.7686,263.98178,94.79533,4.6709795,18.328402,13873.101,3.8383133,0
114.103966,1471.2871,120.23597,92.96292,4.3952827,10.59933,12684.872,4.121261,0
217.64656,695.43164,509.34076,175.29854,1.1255112,3.0975726,25622.645,5.7166653,0
90.4537,1652.4435,183.14153,69.31858,4.771604,33.557648,8891.02,3.309033,0
397.09457,989.3667,301.755,186.54799,3.2708082,37.968987,37301.848,8.047405,0
131.95667,763.0857,134.42616,109.01105,3.4431007,4.5635104,10249.541,3.4058876,0
99.91027,1655.1658,231.78217,79.050865,3.549161,20.689154,11333.311,3.69023,0
244.01375,904.39014,325.86832,165.17845,4.432017,31.715628,26716.375,6.4257994,0
397.93433,432.29974,494.6369,191.23474,1.486791,6.398004,24714.232,6.296314,0
148.12285,1113.1316,184.75479,79.985825,2.201479,12.111629,9142.362,2.8373556,0
270.73206,704.4589,202.61548,134.92163,4.0004034,31.05172,16213.831,4.373709,0
495.05798,603.4779,266.56097,173.17078,3.7254198,47.61396,25442.967,6.6443167,0
387.77682,1189.811,319.92468,143.52107,1.9327384,47.62433,28524.906,6.961089,0
160.82332,1645.4534,160.03058,63.18303,4.1213512,46.566677,8618.54,3.1459577,0
107.47891,1011.173,135.35748,72.35449,3.7845852,30.661007,6704.803,2.4185586,0
134.75092,939.1411,168.72453,72.20639,2.6397219,24.781052,7015.304,2.314735,0
118.08603,1502.2545,133.88538,55.45557,1.3140194,17.902393,6244.59,2.3510635,0
439.53812,1258.1163,255.18907,157.06242,2.5058775,22.69932,34245.04,7.1475067,0
308.55157,927.81464,198.16805,117.83004,1.9159831,31.339378,16602.066,4.1668773,0
214.18716,740.74304,209.22694,72.504364,1.3255724,42.617607,7650.8364,2.229091,0
237.20766,1459.976,246.0348,131.59708,1.8625273,3.9446306,25868.72,6.01679,0
71.78637,1665.7694,88.32159,50.96771,1.087825,27.74778,5046.9395,2.281048,0
236.64543,1366.0193,379.8568,164.32361,4.34,6.4505305,36738.754,7.6681094,0
348.45404,1260.9816,186.46407,178.25285,1.4733523,11.170028,39569.395,8.558751,0
253.79509,1564.049,166.01357,149.29626,1.2348388,49.807076,33235.414,7.6233416,0
150.78284,1556.2079,173.4919,97.81563,3.830677,16.46782,15389.328,4.503629,0
269.0924,810.1026,204.98132,118.91142,2.555894,30.975813,14922.14,3.9224763,0
156.20645,883.7355,105.79551,86.6192,2.3530602,10.713564,8337.452,2.7333145,0
98.824486,1412.7576,155.85645,75.13975,3.661105,19.215843,8873.813,3.1037796,0
331.01752,1151.0089,339.80392,176.49292,1.507774,24.059128,37412.137,7.548966,0
477.73053,1294.6654,184.28046,181.67311,3.895633,49.919506,43994.934,9.50752,0
308.3585,758.5571,136.37816,125.27646,4.3996353,2.3605804,15411.2295,4.39259,0
205.15306,667.6036,348.96826,143.59792,4.7530437,5.3745103,17287.166,4.497172,0
360.78244,1085.97,174.13496,130.9408,1.8280584,6.2995334,21954.125,5.2236533,0
533.2092,1028.6488,359.33093,191.15445,4.796187,20.220867,42951.062,8.524289,0
489.568,403.71005,396.79172,181.7378,1.0079485,1.5973464,23104.607,8.3634615,0
480.13803,789.12213,474.43124,193.47949,1.0556871,43.009945,36906.633,8.500817,0
346.6616,717.5814,354.99878,140.57507,2.4021134,44.07648,19926.031,5.3974648,0
201.60233,1063.6952,219.2085,84.06867,1.0885779,38.12772,10522.21,3.0696597,0
136.34576,1574.2188,168.38104,56.247673,1.8013549,35.767033,7024.2793,2.5798771,0
169.05116,1457.1106,182.26389,163.89728,1.8959576,19.891073,35501.613,7.993691,0
511.83942,586.8754,441.19263,190.03055,4.98128,38.671654,30425.146,7.6154594,0
163.17026,1266.0754,285.83588,123.697624,4.643347,18.167406,20247.326,5.230704,0
147.04172,960.7968,172.08528,65.97378,3.703521,26.925314,6610.867,2.1652274,0
111.36632,1491.6924,89.60127,69.35885,2.1154935,48.0874,7934.0957,2.998602,0
373.23126,966.57275,196.80959,128.74103,2.309682,29.376022,20251.932,4.839441,0
451.64096,996.024,463.1241,167.17003,4.968245,34.541416,34118.31,7.683424,0
417.86377,295.0573,466.18668,160.08426,1.1741414,5.8674655,17342.438,4.12093,0
396.38376,763.4174,530.61707,181.5065,2.2664297,6.5168843,32126.67,6.683556,0
372.67285,855.73016,187.59155,142.16022,1.5500382,19.163074,21382.63,5.0440044,0
183.70737,626.55084,459.64682,161.39226,4.239917,2.6593707,20269.432,5.096591,0
73.4974,1658.4714,122.39173,70.01225,2.2026615,2.0484903,8378.352,3.2020805,0
383.976,507.05502,407.44806,151.23842,3.1331253,20.880125,19196.414,4.6826987,0
166.6368,1094.1445,424.07962,165.66396,3.4132307,21.346373,30563.746,6.915527,0
347.6575,1130.4683,336.4273,199.07635,4.5400724,44.49231,45260.008,9.616595,0
64.89725,1058.6249,132.39606,60.061237,1.1372334,19.48615,4854.082,1.9422365,0
145.63197,837.1001,54.37245,54.260147,2.2509537,26.191292,4372.798,1.5569745,0
249.93271,357.78653,472.99353,183.33504,2.9155135,35.293903,18639.602,5.717719,0
216.32256,594.182,224.35991,126.835945,1.5763967,19.968992,12840.459,3.5057507,0
314.17447,959.71405,249.14845,167.53044,1.8272425,19.936398,29018.234,6.445982,0
134.65114,728.349,206.83862,85.467125,4.2141094,42.907795,7705.9893,2.6427977,0
209.0606,1250.3912,174.02022,92.495255,2.397213,18.902819,12899.517,3.675799,0
278.67975,1085.6641,227.09697,107.35672,4.215864,38.48019,15946.991,4.2902727,0
156.92688,757.94324,231.55112,123.0594,1.6330167,43.34095,13439.806,4.0329194,0
443.02466,361.83337,397.932,149.81638,1.0613072,40.55777,17301.873,4.6217785,0
120.81329,1237.6873,54.60606,52.780354,3.4535878,11.289324,4810.172,1.9826815,0
104.05546,1457.2129,142.74059,103.54299,4.3679004,48.122932,15060.017,4.7664537,0
187.6562,1426.0654,182.1634,101.25948,1.6692784,8.416232,15825.26,4.375942,0
285.12637,993.31494,252.79535,113.81864,4.8072853,21.705942,16612.348,4.253716,0
167.86588,819.78284,179.82666,60.476536,4.5736933,4.395717,5982.608,1.7299817,0
263.4282,957.46277,187.1601,100.01947,1.1318421,46.26964,12995.691,3.6085455,0
368.9405,1294.661,218.44875,167.49594,3.4931276,29.465153,37085.105,7.8614364,0
194.73853,1185.5605,224.8331,102.517365,3.1667619,3.8182921,14553.999,3.9838512,0
205.73347,1609.706,137.72859,105.47013,3.1807415,30.743753,18397.14,5.0601835,0
258.62875,815.6877,278.0803,138.00221,1.2616519,14.760663,18855.184,4.5447297,0
143.82782,1353.2881,270.2424,93.11049,1.7076027,3.4434915,13467.889,3.8332224,0
107.853874,1022.40894,104.039276,58.57207,4.41833,4.8683395,5019.268,1.9113243,0
381.01065,1214.9456,202.43044,133.85434,2.8415606,25.308136,25055.955,5.788644,0
162.44473,501.17963,453.8456,159.2564,4.8512444,3.424834,16960.39,4.6434984,0
293.28152,723.3245,541.35583,190.1856,3.8042428,9.659755,31460.037,6.9342384,0
186.43498,1505.3323,217.6727,94.641495,3.5047176,2.9279668,15117.934,4.248891,0
549.39575,813.5207,499.79034,191.7073,1.7353317,38.63153,38640.816,8.488932,0
366.08636,1162.3254,350.41135,147.94894,4.8348336,24.82666,29267.738,6.5330515,0
465.28882,658.50494,225.69072,179.24403,2.1426246,6.020676,27086.656,6.474532,0
320.54407,1015.41345,331.63934,111.58781,2.801555,29.189783,17576.035,4.4176073,0
515.0827,233.68173,298.18546,199.87486,3.5650053,6.8015146,19897.31,5.859381,0
152.42336,1384.4746,231.39252,81.729965,1.0358635,38.978737,11245.33,3.5164528,0
122.3388,1639.6106,118.219574,66.22294,2.270473,2.0208237,8291.389,3.0320406,0
238.83162,997.5198,194.07101,113.03769,2.2245414,49.9232,15321.062,4.3796353,0
301.10635,1010.2891,194.46808,126.93397,1.704868,16.954288,19263.336,4.7016706,0
260.99146,1307.4657,326.90723,163.27751,3.496507,11.531188,35031.89,7.411275,0
575.29675,831.60645,569.27216,192.1584,4.4790373,45.625553,40483.742,10.667188,0
272.20187,1150.6794,488.9089,171.9497,1.2007099,28.656506,36290.86,7.658505,0
368.06387,1212.3964,398.50433,163.73854,1.0882186,39.214127,35679.06,7.6584916,0
168.44289,1552.3375,199.48805,74.4683,2.056576,28.807964,10693.282,3.3597305,0
185.33688,1440.4877,203.16222,74.604515,4.6491814,1.4215616,10494.223,3.1868436,0
230.86668,943.94916,253.38255,99.26098,4.6870203,36.340054,12778.176,3.64654,0
105.0182,850.1474,72.48674,53.936176,3.1258214,12.32601,3927.075,1.5222144,0
442.53592,839.29553,561.26105,191.02289,2.2911792,39.92468,37901.35,8.948973,0
185.53577,1114.1638,241.4357,93.13206,3.9824436,32.07832,12233.392,3.604779,0
356.03265,877.713,375.96216,150.18968,4.364246,28.212328,24912.508,5.8742123,0
