a,b,c,d,n,t,D
72.82243,1157.4989,117.30991,70.542725,2.9681945,40.30029,2.5505314
212.58249,634.4616,302.57452,195.18553,4.836707,44.930454,7.334814
225.81882,1158.7136,213.4382,87.20366,1.5380508,30.006721,3.3557434
122.004745,1057.4121,164.95387,74.959885,4.486324,32.044456,2.6195977
116.057465,1038.8262,55.667763,54.66729,4.1488338,14.027667,1.8227125
192.34863,1075.0704,160.72403,90.55376,4.9742594,20.132046,3.3057191
157.91304,1629.5126,111.304596,57.087326,1.8006766,39.459156,2.6325216
303.78043,1181.0199,331.82327,173.70972,1.142808,44.11392,7.9662557
210.0411,657.00964,178.89442,70.78364,4.290689,30.658112,1.9571203
178.86067,1311.7631,124.40277,114.70477,1.0088987,41.739597,4.856818
334.78702,889.50946,496.0172,199.91154,3.6567402,23.488028,8.286885
425.71707,162.9138,524.3747,199.02689,1.6326672,38.71577,6.182537
126.0408,1085.6134,201.23904,67.47543,4.3772883,15.325671,2.3695033
168.27724,988.1997,213.15288,102.07097,2.6499784,12.063878,3.5366845
156.60596,827.5777,196.67911,85.28073,4.406704,5.2671657,2.5604653
166.10645,1146.442,126.08178,84.47895,4.376362,17.838398,3.1282418
253.25372,900.97064,165.8959,101.05052,3.6446946,42.34885,3.5143714
124.92017,1288.9512,114.91292,73.00079,2.3644516,1.5740633,2.8474054
439.72223,471.74777,329.61255,190.99687,1.0465022,35.891712,6.1623397
374.85635,551.8773,325.17474,132.91835,3.7473724,39.516666,4.4346995
345.91357,556.7343,381.312,181.18289,4.456392,6.7155995,5.888249
490.48056,596.51105,433.69086,195.5362,3.9919608,7.1723924,6.980241
328.3892,1013.34326,452.48102,159.1246,1.2664491,4.0616393,6.165835
279.93427,546.6139,371.84042,175.37634,1.6639975,22.868284,5.3533072
192.53612,817.8603,195.41832,132.00914,2.495588,19.704231,4.3481703
271.7785,638.5596,257.3988,132.69905,1.2353535,26.16321,3.9095287
202.5952,1146.5376,180.03545,95.856995,4.668024,8.73287,3.659727
164.72687,1328.0823,133.47304,57.359707,4.5248857,11.803488,2.2792523
334.632,741.3565,253.10799,118.63388,2.6054394,45.65571,4.215973
215.04193,564.82477,304.85477,106.253006,4.817301,20.159737,2.9998598
103.4906,878.4151,104.44001,59.869705,2.702354,45.592297,1.7816877
147.44423,991.2847,183.21236,71.84882,2.17257,19.443104,2.3817685
167.6694,763.9925,230.79697,77.20197,1.7471493,18.545637,2.2103977
378.75674,974.212,369.03342,152.12006,4.7965436,8.63042,6.0674715
102.06904,1314.4095,87.81155,52.846897,1.5265194,37.618893,2.0163767
355.3063,486.6786,364.46814,153.94554,1.7644036,31.978794,4.646509
514.53876,993.9891,354.12604,183.47813,1.8661413,27.660728,7.809066
242.01466,882.56995,239.22513,193.96904,3.406054,2.759938,7.8423243
425.34628,1239.491,324.99854,157.9695,1.8301293,30.215212,7.167773
324.208,568.15594,152.94263,126.198814,3.6012316,3.8365884,3.783122
137.92844,1055.5977,267.50897,119.410515,4.4496884,7.330122,4.466759
427.4523,1059.7703,478.5674,196.28767,4.791706,13.98448,8.816808
320.9947,483.82404,262.9161,130.17288,4.4828677,48.092262,4.3357353
129.45747,1127.0786,160.38501,80.37994,4.749917,45.240788,3.019588
422.89093,679.97504,397.37323,143.8629,4.874112,49.863075,6.80176
305.26215,389.71658,374.26334,182.55588,2.9331043,42.056263,5.894477
397.22116,1072.4269,349.4546,151.81433,1.5462397,46.346523,7.074607
205.63023,727.1655,141.10449,124.96751,3.6027582,41.03757,4.0074153
549.9012,266.41464,383.83432,190.46277,1.7266359,3.352101,5.3804245
263.3064,796.9102,499.9893,180.77545,3.792947,29.653849,7.1694565
162.0612,1430.8691,351.41888,121.73858,1.0056735,46.182526,6.305904
190.86322,795.4518,469.1501,181.13872,1.3371348,18.024912,6.5163865
219.84625,1242.1477,291.14774,130.50354,1.9481715,43.157658,5.851185
191.30196,747.35834,100.473885,77.5038,3.8499234,33.87863,2.216098
176.05536,707.98236,218.26903,92.894844,1.0281754,13.369621,2.5599308
159.01898,1312.2426,98.62663,70.24337,4.579828,9.137689,2.8105254
294.04236,540.0281,176.84216,98.8726,1.1509897,18.570454,2.4894896
233.7707,785.32446,147.70186,124.832596,3.8121698,5.210536,4.1901073
148.79576,1004.8667,146.76443,88.81111,4.7607555,39.99641,3.1264062
134.71928,1408.3032,234.3012,93.9754,1.6766733,37.132755,4.157523
155.07281,1305.9615,159.48967,74.39232,4.6577296,7.6986322,2.9447052
372.92026,330.92838,456.13156,155.85576,3.2079802,21.81668,4.4221606
149.95172,1202.3043,319.41702,143.908,3.9941301,21.702263,6.0779457
351.32083,1116.7549,170.25151,146.86519,4.4757895,33.57664,6.3110223
195.90543,774.1633,90.389595,66.14446,1.9242752,8.386705,1.8659906
494.15564,1249.4668,243.85231,182.72595,1.364597,5.6868844,8.575845
254.39662,1328.7427,341.07425,127.01658,3.4055374,30.09714,5.808344
376.71198,1313.8624,222.61403,148.96265,1.2834982,39.21675,6.769933
242.72517,573.44165,212.00543,133.25424,4.371576,44.748703,4.1231527
157.80574,672.9659,189.88408,68.637146,3.5095668,16.438606,1.8042008
225.04893,769.8051,195.93802,136.79665,3.2478523,25.06919,4.52394
184.72914,1192.909,170.22511,64.62682,1.468305,26.447,2.4179325
431.36597,357.50647,260.1805,163.17676,2.7137084,25.741888,10.527469
267.92358,522.43176,485.096,195.21788,1.9737729,32.152245,6.620565
479.84546,737.3176,448.67313,194.04237,2.6466908,30.267817,7.6448274
345.53256,796.7981,156.60703,140.74582,2.3641129,37.705257,4.9908047
127.614555,1363.3181,102.30156,80.8253,3.1948674,1.8833643,3.3320267
124.482956,730.90924,279.69455,106.4933,2.6744404,41.467743,3.5216603
262.82843,1198.5859,201.15694,91.09774,3.9535496,42.23772,3.8102295
321.5858,183.18091,568.56085,197.25356,1.6081014,19.477116,11.441554
345.52377,609.1794,328.26813,143.98662,2.6284583,20.338474,4.5061345
320.60886,975.403,186.06241,173.68068,3.4784598,6.3093524,7.530867
181.6475,957.5174,461.52112,156.52464,3.6978843,27.283117,6.3136315
212.69168,613.843,306.50613,115.193405,2.1808224,30.07694,3.397168
247.04141,504.1516,257.75104,137.34146,4.8149066,38.41116,4.046916
286.26917,940.9587,249.42032,197.62773,3.127651,47.330616,8.577522
208.62035,906.98987,88.66822,75.14282,4.3256116,26.894878,2.4319763
242.51207,1220.385,353.84238,153.19373,4.070513,47.489704,7.6971326
134.89926,1622.8541,232.65034,80.93922,2.051508,40.9917,3.9737666
436.22617,507.96176,397.0919,170.19037,1.4959137,30.037418,5.431477
288.55032,1040.5404,293.56464,136.30098,4.981213,39.4478,5.6901436
258.41043,587.08484,173.59056,94.36368,4.01473,9.711117,2.5350337
191.68886,1417.035,381.66708,165.55876,1.4007722,9.468075,7.673989
127.06054,1351.0723,199.68196,118.39652,4.841337,9.565764,5.1422343
247.6878,1004.1236,441.99667,165.7506,4.1782746,11.785187,6.6583457
368.3227,719.4969,240.85593,181.66151,3.479866,10.655473,6.653015
133.67996,1267.1417,109.80192,79.08074,1.0274738,19.626965,3.0345907
232.57625,1117.7439,134.52884,84.69705,4.5750856,6.4761934,3.155994
147.75494,1424.299,279.4194,104.2303,3.793861,37.422268,4.886759
428.0624,1023.54706,543.0264,185.4959,3.671228,18.053062,8.25741
168.03336,1395.1637,105.506805,58.75525,4.060842,35.244297,2.4324481
306.23972,1095.0447,258.39114,173.19316,2.3359702,15.378907,7.2368603
208.01971,493.6889,306.28168,151.12291,2.046526,24.759699,4.1823483
442.74954,457.4393,179.82884,161.30109,4.492694,10.435986,10.397374
327.1855,394.21555,321.1381,135.18562,2.0167413,19.203083,4.254336
166.18661,584.3122,304.28003,114.19611,1.6979882,46.949284,3.8214715
380.90558,442.02896,219.73137,164.40959,3.1427217,33.64624,6.5394745
147.74333,694.6484,196.61273,119.62311,2.0442982,35.769558,3.5715013
193.46338,374.04935,447.81696,181.94011,3.9079466,47.82782,7.134173
121.466385,768.6473,116.87618,50.038887,3.0768998,46.302586,1.4343257
90.23686,1407.4873,108.53747,64.16705,4.7815504,33.17869,2.639777
304.3431,1356.3444,149.91953,122.36075,2.8882084,26.629433,5.5137715
499.59543,346.51007,224.9655,168.5285,1.0787433,37.01659,11.589357
237.09866,1521.2915,235.53581,121.07768,4.944295,31.415028,5.8245716
201.225,1344.805,217.13895,77.07456,4.3815675,27.550276,3.2589264
472.29623,903.32697,254.73369,182.25533,4.9689727,16.852692,7.620936
413.06537,549.3645,321.29214,193.916,4.5351524,26.478163,6.695176
204.19963,1033.2378,588.00775,196.65312,3.3613353,41.230366,10.005448
416.86267,667.0441,342.7573,186.8563,2.0354722,19.34181,6.483196
141.27484,754.9616,169.16594,64.595665,3.7659361,22.570559,1.8003967
141.44891,1343.5626,142.8196,83.888275,3.3025646,3.9687254,3.3911057
150.96326,1095.6674,209.29689,76.64913,2.6020818,27.179028,2.7654684
81.0785,871.1819,148.80469,51.335133,3.6206055,45.374454,1.5898616
75.50167,975.87177,91.50441,51.589123,2.838913,46.258373,1.6342878
182.19676,669.6043,289.61002,118.92531,2.452732,30.64494,3.6128016
336.76163,717.18994,340.3816,179.60873,1.5929699,48.280655,7.197149
172.79027,1621.4235,138.38666,81.734764,3.9870448,39.028614,3.8333385
418.22998,978.73517,247.31012,143.50401,2.3728096,41.46594,5.8167677
348.85864,631.73035,167.10384,141.62822,3.7889872,41.323433,4.6547003
398.09296,1083.4272,365.63574,151.14949,1.7528422,23.682686,6.2922907
567.13873,512.4314,567.41327,196.95749,1.4574718,7.947736,6.6441145
352.6178,477.70258,249.89444,195.60568,3.7657003,24.255201,7.9927955
61.270718,1805.601,132.76984,59.66671,4.7034335,40.94271,2.956787
333.61118,1161.66,165.68169,123.298065,1.972102,9.208958,5.04721
345.50797,752.5231,175.4793,162.13168,3.374647,6.983061,6.188751
201.16393,704.2152,175.16022,98.17457,1.170745,14.030725,2.7341344
323.43344,1037.8031,420.92856,180.85779,3.7579417,38.54274,8.233869
110.5716,850.7893,153.5927,76.51164,4.1680646,36.36607,2.3565514
253.10295,1171.8729,452.87396,195.72586,2.5705998,9.679533,8.624377
85.67218,1699.1866,192.79924,71.38557,3.7026062,24.28094,3.3992088
321.3287,271.2304,461.7852,186.77444,4.7848916,9.6334305,5.0376396
260.7605,1050.6613,219.51569,118.30775,3.0451508,6.839355,4.4379053
137.3566,1197.3894,267.26605,124.99223,4.2766113,45.539032,5.530713
102.97862,1039.9877,113.36548,84.62684,3.3713272,26.582714,2.8659482
426.66043,345.20963,265.50104,177.22186,4.9248066,21.803926,12.730584
243.4115,1315.8374,249.71573,112.803925,1.3721861,41.99875,5.0080056
263.67273,1406.9285,218.82549,122.20993,1.6884022,2.3740838,5.4289002
269.21982,961.7003,265.39337,117.40146,4.3194942,20.357176,4.2880845
353.43646,1429.1327,183.46936,146.33524,2.9676702,4.040114,7.098062
333.38663,1026.7319,320.8723,130.07295,1.8368963,43.260708,5.5122285
176.59753,926.44196,235.64702,137.5582,3.4807858,43.633484,5.180005
210.6668,731.18054,170.82231,161.63986,2.0134375,45.51695,5.6571255
166.2628,1092.5474,201.36351,96.21894,1.2899415,38.736923,3.5995836
432.34348,1048.5923,242.81982,188.25935,1.6831795,49.834064,8.614241
214.79924,1461.0605,141.11464,119.1529,2.0719144,22.600801,5.472743
129.75203,1528.8114,119.92727,66.56633,1.8282878,23.653322,2.8972132
173.26382,821.0965,349.69293,162.5076,3.042062,45.063335,6.532416
217.39804,1174.3677,228.19824,92.58362,3.8490138,30.766079,3.6826422
256.68152,1214.3473,136.82228,92.44318,3.592735,44.340176,3.7661047
369.501,1312.1647,185.12436,136.40932,1.9417564,26.860228,6.102442
466.93268,1081.974,372.79498,190.14435,1.9981704,4.081547,8.185229
322.65475,743.8346,257.45926,199.66217,4.999806,29.065767,7.674512
277.24368,935.218,253.11195,116.344574,4.684797,1.595194,4.141678
391.6467,735.2996,349.00302,144.45164,2.9668434,16.93041,5.006127
312.22266,965.44006,505.7545,178.02953,3.5655186,49.48373,10.188861
558.2703,831.31836,273.54318,192.6337,2.7407618,16.20561,7.8339915
237.25967,528.8796,433.02728,160.91827,1.5678583,35.74395,5.252646
350.73755,419.71878,461.76685,164.03561,2.9983919,38.65908,5.649168
305.50848,758.36505,349.11697,185.88573,2.908749,47.087727,7.6995215
119.41553,1397.9579,113.93841,80.02216,2.9232306,34.02843,3.314357
155.31775,1066.1248,98.76047,65.30359,4.6598673,25.337378,2.2583537
104.9253,1612.9183,131.10382,52.31511,4.62019,5.4305496,2.3350995
294.8222,1453.5424,196.74602,126.41321,1.0435692,28.674715,5.7535467
276.73697,891.81854,171.55649,101.550064,3.740445,45.369415,3.5865214
138.38695,1050.1381,210.08481,71.449615,1.7998675,45.66312,2.7059333
167.45357,1631.6112,162.3388,64.28499,2.435874,16.771019,2.973538
383.67905,731.57886,452.2418,167.35616,3.15932,33.48426,6.5038834
141.47533,1454.4993,159.70882,72.382614,3.503992,21.4998,3.0808513
175.85313,1586.8756,157.22585,70.80959,1.3151286,20.680641,3.205592
275.08557,882.1907,369.46338,129.89021,2.0400212,31.123177,4.8406963
159.26665,1249.9005,165.39615,70.533646,3.5178256,25.807499,2.7411928
104.32704,831.2375,133.15965,77.36723,2.3599935,20.377651,2.2558362
206.41338,644.35175,421.19455,154.14484,3.6058307,45.047928,6.1183205
334.40317,819.7074,265.9957,171.18129,1.9815869,34.430405,6.3242064
356.7079,388.425,453.58017,161.13246,3.908271,33.08609,5.1391883
213.82335,1219.7686,263.98178,94.79533,4.6709795,18.328402,3.8383133
114.103966,1471.2871,120.23597,92.96292,4.3952827,10.59933,4.121261
217.64656,695.43164,509.34076,175.29854,1.1255112,3.0975726,5.7166653
90.4537,1652.4435,183.14153,69.31858,4.771604,33.557648,3.309033
397.09457,989.3667,301.755,186.54799,3.2708082,37.968987,8.047405
131.95667,763.0857,134.42616,109.01105,3.4431007,4.5635104,3.4058876
99.91027,1655.1658,231.78217,79.050865,3.549161,20.689154,3.69023
244.01375,904.39014,325.86832,165.17845,4.432017,31.715628,6.4257994
397.93433,432.29974,494.6369,191.23474,1.486791,6.398004,6.296314
148.12285,1113.1316,184.75479,79.985825,2.201479,12.111629,2.8373556
270.73206,704.4589,202.61548,134.92163,4.0004034,31.05172,4.373709
495.05798,603.4779,266.56097,173.17078,3.7254198,47.61396,6.6443167
387.77682,1189.811,319.92468,143.52107,1.9327384,47.62433,6.961089
160.82332,1645.4534,160.03058,63.18303,4.1213512,46.566677,3.1459577
107.47891,1011.173,135.35748,72.35449,3.7845852,30.661007,2.4185586
134.75092,939.1411,168.72453,72.20639,2.6397219,24.781052,2.314735
118.08603,1502.2545,133.88538,55.45557,1.3140194,17.902393,2.3510635
439.53812,1258.1163,255.18907,157.06242,2.5058775,22.69932,7.1475067
308.55157,927.81464,198.16805,117.83004,1.9159831,31.339378,4.1668773
214.18716,740.74304,209.22694,72.504364,1.3255724,42.617607,2.229091
237.20766,1459.976,246.0348,131.59708,1.8625273,3.9446306,6.01679
71.78637,1665.7694,88.32159,50.96771,1.087825,27.74778,2.281048
236.64543,1366.0193,379.8568,164.32361,4.34,6.4505305,7.6681094
348.45404,1260.9816,186.46407,178.25285,1.4733523,11.170028,8.558751
253.79509,1564.049,166.01357,149.29626,1.2348388,49.807076,7.6233416
150.78284,1556.2079,173.4919,97.81563,3.830677,16.46782,4.503629
269.0924,810.1026,204.98132,118.91142,2.555894,30.975813,3.9224763
156.20645,883.7355,105.79551,86.6192,2.3530602,10.713564,2.7333145
98.824486,1412.7576,155.85645,75.13975,3.661105,19.215843,3.1037796
331.01752,1151.0089,339.80392,176.49292,1.507774,24.059128,7.548966
477.73053,1294.6654,184.28046,181.67311,3.895633,49.919506,9.50752
308.3585,758.5571,136.37816,125.27646,4.3996353,2.3605804,4.39259
205.15306,667.6036,348.96826,143.59792,4.7530437,5.3745103,4.497172
360.78244,1085.97,174.13496,130.9408,1.8280584,6.2995334,5.2236533
533.2092,1028.6488,359.33093,191.15445,4.796187,20.220867,8.524289
489.568,403.71005,396.79172,181.7378,1.0079485,1.5973464,8.3634615
480.13803,789.12213,474.43124,193.47949,1.0556871,43.009945,8.500817
346.6616,717.5814,354.99878,140.57507,2.4021134,44.07648,5.3974648
201.60233,1063.6952,219.2085,84.06867,1.0885779,38.12772,3.0696597
136.34576,1574.2188,168.38104,56.247673,1.8013549,35.767033,2.5798771
169.05116,1457.1106,182.26389,163.89728,1.8959576,19.891073,7.993691
511.83942,586.8754,441.19263,190.03055,4.98128,38.671654,7.6154594
163.17026,1266.0754,285.83588,123.697624,4.643347,18.167406,5.230704
147.04172,960.7968,172.08528,65.97378,3.703521,26.925314,2.1652274
111.36632,1491.6924,89.60127,69.35885,2.1154935,48.0874,2.998602
373.23126,966.57275,196.80959,128.74103,2.309682,29.376022,4.839441
451.64096,996.024,463.1241,167.17003,4.968245,34.541416,7.683424
417.86377,295.0573,466.18668,160.08426,1.1741414,5.8674655,4.12093
396.38376,763.4174,530.61707,181.5065,2.2664297,6.5168843,6.683556
372.67285,855.73016,187.59155,142.16022,1.5500382,19.163074,5.0440044
183.70737,626.55084,459.64682,161.39226,4.239917,2.6593707,5.096591
73.4974,1658.4714,122.39173,70.01225,2.2026615,2.0484903,3.2020805
383.976,507.05502,407.44806,151.23842,3.1331253,20.880125,4.6826987
166.6368,1094.1445,424.07962,165.66396,3.4132307,21.346373,6.915527
347.6575,1130.4683,336.4273,199.07635,4.5400724,44.49231,9.616595
64.89725,1058.6249,132.39606,60.061237,1.1372334,19.48615,1.9422365
145.63197,837.1001,54.37245,54.260147,2.2509537,26.191292,1.5569745
249.93271,357.78653,472.99353,183.33504,2.9155135,35.293903,5.717719
216.32256,594.182,224.35991,126.835945,1.5763967,19.968992,3.5057507
314.17447,959.71405,249.14845,167.53044,1.8272425,19.936398,6.445982
134.65114,728.349,206.83862,85.467125,4.2141094,42.907795,2.6427977
209.0606,1250.3912,174.02022,92.495255,2.397213,18.902819,3.675799
278.67975,1085.6641,227.09697,107.35672,4.215864,38.48019,4.2902727
156.92688,757.94324,231.55112,123.0594,1.6330167,43.34095,4.0329194
443.02466,361.83337,397.932,149.81638,1.0613072,40.55777,4.6217785
120.81329,1237.6873,54.60606,52.780354,3.4535878,11.289324,1.9826815
104.05546,1457.2129,142.74059,103.54299,4.3679004,48.122932,4.7664537
187.6562,1426.0654,182.1634,101.25948,1.6692784,8.416232,4.375942
285.12637,993.31494,252.79535,113.81864,4.8072853,21.705942,4.253716
167.86588,819.78284,179.82666,60.476536,4.5736933,4.395717,1.7299817
263.4282,957.46277,187.1601,100.01947,1.1318421,46.26964,3.6085455
368.9405,1294.661,218.44875,167.49594,3.4931276,29.465153,7.8614364
194.73853,1185.5605,224.8331,102.517365,3.1667619,3.8182921,3.9838512
205.73347,1609.706,137.72859,105.47013,3.1807415,30.743753,5.0601835
258.62875,815.6877,278.0803,138.00221,1.2616519,14.760663,4.5447297
143.82782,1353.2881,270.2424,93.11049,1.7076027,3.4434915,3.8332224
107.853874,1022.40894,104.039276,58.57207,4.41833,4.8683395,1.9113243
381.01065,1214.9456,202.43044,133.85434,2.8415606,25.308136,5.788644
162.44473,501.17963,453.8456,159.2564,4.8512444,3.424834,4.6434984
293.28152,723.3245,541.35583,190.1856,3.8042428,9.659755,6.9342384
186.43498,1505.3323,217.6727,94.641495,3.5047176,2.9279668,4.248891
549.39575,813.5207,499.79034,191.7073,1.7353317,38.63153,8.488932
366.08636,1162.3254,350.41135,147.94894,4.8348336,24.82666,6.5330515
465.28882,658.50494,225.69072,179.24403,2.1426246,6.020676,6.474532
320.54407,1015.41345,331.63934,111.58781,2.801555,29.189783,4.4176073
515.0827,233.68173,298.18546,199.87486,3.5650053,6.8015146,5.859381
152.42336,1384.4746,231.39252,81.729965,1.0358635,38.978737,3.5164528
122.3388,1639.6106,118.219574,66.22294,2.270473,2.0208237,3.0320406
238.83162,997.5198,194.07101,113.03769,2.2245414,49.9232,4.3796353
301.10635,1010.2891,194.46808,126.93397,1.704868,16.954288,4.7016706
260.99146,1307.4657,326.90723,163.27751,3.496507,11.531188,7.411275
575.29675,831.60645,569.27216,192.1584,4.4790373,45.625553,10.667188
272.20187,1150.6794,488.9089,171.9497,1.2007099,28.656506,7.658505
368.06387,1212.3964,398.50433,163.73854,1.0882186,39.214127,7.6584916
168.44289,1552.3375,199.48805,74.4683,2.056576,28.807964,3.3597305
185.33688,1440.4877,203.16222,74.604515,4.6491814,1.4215616,3.1868436
230.86668,943.94916,253.38255,99.26098,4.6870203,36.340054,3.64654
105.0182,850.1474,72.48674,53.936176,3.1258214,12.32601,1.5222144
442.53592,839.29553,561.26105,191.02289,2.2911792,39.92468,8.948973
185.53577,1114.1638,241.4357,93.13206,3.9824436,32.07832,3.604779
356.03265,877.713,375.96216,150.18968,4.364246,28.212328,5.8742123
217.09244,1346.0466,206.90762,79.35771,2.7672095,29.650457,3.3457134
78.94208,1584.9828,153.06894,64.08602,1.8068789,10.177012,2.827844
213.84933,630.479,271.11096,111.57032,4.7513175,12.875849,3.26018
139.8287,1204.0731,311.2834,108.6237,4.185879,23.50479,4.4541874
306.53073,597.2894,193.33557,177.90588,2.4541636,21.650515,6.0376973
368.63895,1337.4087,283.692,153.86966,4.392678,28.42809,7.2901173
100.52689,1117.7351,171.67635,65.97144,4.20082,17.082214,2.325349
96.526726,1353.7784,93.27847,66.360306,4.751353,40.114,2.6708221
136.80342,1187.1383,85.5423,56.517776,4.697375,27.935543,2.0597305
141.22223,1524.7473,132.89867,80.61725,4.53633,36.20691,3.5862527
79.97234,910.92725,106.61958,71.148285,2.5490837,10.135335,2.189423
176.0287,763.7929,300.58542,145.83623,3.4407043,10.43956,4.80301
254.89694,541.1133,358.40994,126.10035,4.89581,23.776463,3.7353885
507.04028,931.31964,339.214,190.75143,1.2987713,7.0180387,7.656107
269.68195,1050.4424,384.85892,140.91624,2.8336847,9.754686,5.5264115
502.66537,191.55647,471.95862,170.70653,3.6284277,1.9505591,10.037073
190.57858,713.2407,183.71648,116.76546,3.5674763,10.29991,3.5190735
298.49017,1252.2378,195.27478,132.3932,3.730443,11.057736,5.733809
162.3367,1146.5751,266.70935,144.76741,4.2142553,23.901876,5.923961
187.75967,1266.227,124.32143,85.1135,4.224565,29.699379,3.389468
175.00972,1348.3575,190.5375,93.43998,2.9496663,24.951778,3.9095047
191.9817,1102.0891,170.98868,144.50418,1.113784,21.311302,5.7091594
331.0151,744.3173,378.06317,169.14006,2.4970098,8.299801,5.86698
237.78058,812.2822,221.88484,124.57826,1.8262073,36.963375,4.1359944
284.0669,543.9673,181.55254,96.302864,1.04241,14.939005,2.3960166
387.85895,1033.856,338.37323,156.6984,3.4528925,43.176548,7.0821013
368.66638,929.8788,148.37508,124.539185,1.1341461,28.932018,4.4679556
442.68192,936.8503,258.3097,171.20743,2.947985,45.934933,7.3507795
298.17975,549.0401,340.98682,160.00835,2.6649654,30.750845,5.0122285
123.58482,1309.6827,193.35526,86.480934,2.0603728,38.85544,3.5572796
121.09806,1400.783,238.3049,89.54417,2.0175412,21.974255,3.8088582
424.6535,1160.3373,315.74615,169.31834,4.4882226,9.084203,7.5645947
198.77544,1540.1923,238.27666,172.50717,3.2578747,13.541479,8.7037945
471.51257,712.843,325.91287,179.95164,1.0957203,8.78398,6.190686
149.99799,1433.217,130.11607,62.248398,3.6669426,13.809288,2.6046958
121.40724,1286.665,122.32154,74.87602,3.9213965,5.6088924,2.9080644
139.22575,1014.57416,98.49791,59.66548,1.9730383,27.825907,1.9083416
143.21056,1087.2682,191.37407,80.90691,2.7658865,23.925764,2.8726668
363.30423,478.8038,242.6931,122.055275,2.5320754,43.774,3.6583664
176.74847,918.97705,69.75389,64.85259,3.424833,30.045174,2.0629334
297.95728,1113.454,262.01608,139.7036,1.1471338,40.951653,5.747821
151.40749,1023.0678,137.4454,82.27603,2.3425314,29.332499,2.7948055
271.15274,1143.3494,320.7073,165.36482,1.1794205,17.079893,6.7956495
289.05997,660.2396,449.72455,168.83345,4.6533904,32.952084,6.2398777
135.82639,684.01404,283.46628,132.76178,4.204329,31.93903,4.271284
133.74342,1303.5631,142.56348,61.72723,2.424898,28.72403,2.4088984
419.37054,766.4927,357.74823,151.93066,2.6215947,19.511497,5.445095
239.18065,1535.1621,224.51141,94.80506,1.6768137,12.933582,4.334832
240.70834,1139.8246,236.65274,135.27028,3.6792612,11.024097,5.454083
329.5848,1214.4362,267.11533,167.42776,1.438161,29.37925,7.2995453
355.88013,1065.253,462.0642,164.22635,3.9914343,12.731724,7.003177
140.63481,1556.4878,158.86345,78.11664,1.1142371,37.74247,3.5126748
410.53253,1069.9159,391.81827,179.82045,4.8214364,31.002163,8.129153
209.98561,1136.1113,222.00024,75.2672,1.0445622,5.839335,2.7130804
436.04236,538.0272,199.02022,152.07921,3.4516037,21.649624,4.8017488
470.77158,476.29504,202.65411,193.19072,4.751029,1.0073572,14.379931
270.93787,690.48773,280.58054,136.02098,1.9463065,38.581203,4.4748363
361.10535,843.16876,253.84944,157.59569,1.6304749,47.493645,6.1675916
152.24188,870.1772,200.93073,73.3897,2.1361303,36.985065,2.3618002
311.96558,504.89853,523.111,198.46452,1.3670664,5.623995,6.049415
195.30699,701.4591,292.72766,125.20144,4.224288,10.822938,3.8483233
236.92223,654.5891,560.0311,197.07718,3.269118,20.625805,7.123616
173.77103,827.32135,113.021866,111.45471,2.1637087,48.57852,3.7598646
280.2355,644.51447,379.33044,148.53453,4.2796264,37.417786,5.2693977
288.9429,1341.4827,268.5633,117.78299,3.65132,25.829676,5.2669425
271.44183,392.50818,360.99054,125.57133,2.140875,16.065994,3.6377597
525.36554,860.58417,417.39572,185.04779,2.4273145,42.97674,8.367503
280.69382,1249.7988,198.12701,103.00089,3.9339383,30.746607,4.325769
175.85855,1413.5217,234.48364,130.4917,2.635276,48.07965,6.2773046
228.90009,735.25555,277.33975,108.44292,3.3273785,24.682388,3.3956587
523.9684,358.01764,524.2041,199.41039,3.6519783,26.31536,7.05194
152.87914,1070.6787,116.359436,88.61357,2.3574364,31.776543,3.147261
173.9406,1545.9795,148.3335,109.29773,1.0286975,46.753128,5.1661305
89.07851,1638.913,151.79099,66.0912,2.924191,21.464346,3.0334218
143.04024,1316.7289,177.59189,60.49645,3.7737875,17.544485,2.3673077
341.89905,1293.3013,358.60913,170.59793,1.0844274,35.35183,7.9466486
402.99924,845.20953,310.1071,141.32655,2.2107735,20.817219,5.1221347
184.60747,635.9938,471.18967,174.81683,3.9046347,10.132462,5.733335
253.6396,1256.1906,178.27773,85.586174,3.0408003,41.049896,3.5526936
216.07774,625.04333,324.77286,168.56978,4.875053,34.2397,5.676707
326.32312,739.92786,420.40347,179.03804,3.8675203,39.023964,7.1455617
224.68283,1118.9641,385.92508,129.13394,2.5791023,9.516512,5.123967
158.37561,557.73505,390.587,141.13553,3.7600176,11.236548,4.079973
194.80536,793.28845,209.76631,172.08405,3.1511414,46.779556,6.486092
392.21683,727.1071,272.41238,150.388,3.4642768,29.113121,5.259935
218.23235,1157.7213,550.5995,198.37619,2.6924489,7.7918367,8.747857
176.79218,1142.5795,324.14517,111.16504,4.189819,17.860226,4.394459
121.66609,1573.1251,197.48793,72.10708,2.136602,43.883247,3.3985138
136.31769,1495.4683,113.44245,69.90867,3.4733512,35.338036,3.0360968
57.98166,1655.1007,108.83024,55.56401,4.06662,5.2163005,2.5222821
106.89588,1605.5117,118.53569,55.98583,2.5623965,48.160286,2.5799458
209.8772,1114.0956,228.08334,196.02391,1.0290029,47.589428,8.821754
437.35934,431.84073,311.54388,154.59393,3.4939616,13.319676,5.392888
192.38898,744.7684,215.98953,83.76325,2.1765506,19.83743,2.401016
